source_id,tier,publisher,author_or_maintainer,title,url,domain,equipment,configuration,provenance_status,rights_status,retrieval_status,authority_status,scope_status,residual_status,manifest_path
p5-ru-weapon-ags17-fas,B,Federation of American Scientists document archive,,FM 100-2-3 grenade launcher characteristics,https://irp.fas.org/doddir/army/fm100-2-3.pdf,weapon,AGS-17,Soviet-era AGS-17 table; no AGS-30 or helicopter fit is merged.,manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/fas/p5-ru-weapon-ags17-fas/manifest.md
p5-ru-weapon-ags17-rosgvardia,A,Federal Service of the National Guard of the Russian Federation,,АГС-17,https://rosguard.gov.ru/page/index/ags17,weapon,AGS-17 Plamya,AGS-17 infantry-mounted configuration; AG-17A helicopter and AGS-30 derivatives are excluded.,manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/rosgvardia/p5-ru-weapon-ags17-rosgvardia/manifest.md
p5-ru-weapon-ak74m-rosgvardia,A,Federal Service of the National Guard of the Russian Federation,,Автомат АК-74М,https://rosguard.gov.ru/ru/page/index/avtomat-ak74m,weapon,AK-74M,"Russian AK-74M service rifle. AK-74, AKS-74 and RPK-74 are separate configurations.",manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/kalashnikov/p5-ru-weapon-ak74m-rosgvardia/manifest.md
p5-ru-weapon-ak74m-wikipedia,C,Wikipedia community reference,,AK-74,https://en.wikipedia.org/wiki/AK-74,weapon,AK-74M,AK-74M row only; AK-74 and AKS-74 values are not silently substituted.,manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/wikipedia/p5-ru-weapon-ak74m-wikipedia/manifest.md
p5-ru-weapon-pkm-operator,C,Reproduced operator-manual reference,,TM 8370-50107 PKM characteristics,https://www.scribd.com/document/670868006/TM-8370-50107-PKM-Oper-Man,weapon,PKM,Baseline PKM operator-manual data; PKP and export refits excluded.,manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/usmc_manuals/p5-ru-weapon-pkm-operator/manifest.md
p5-ru-weapon-pkm-roe,B,Rosoboronexport,,PKM — Handy Fire Support,https://roe.ru/pdfs/pdf_7081.pdf,weapon,PKM,PKM general-purpose machine gun; PKP and PK variants are separate.,manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/rosoboronexport/p5-ru-weapon-pkm-roe/manifest.md
p5-ru-weapon-r73-globalsecurity,C,GlobalSecurity.org,GlobalSecurity editorial staff; source bibliography identifies ODIN/WEG and Russian technical references,AA-11 ARCHER R-73 design and specifications,https://www.globalsecurity.org/military/world/russia/aa-11-design.htm,weapon,R-73 (AA-11 Archer),"Baseline R-73 canard airframe with gas-dynamic thrust vectoring, passive IR seeker, active proximity/impact fuze and continuous-rod warhead; R-74 upgrades excluded",manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/globalsecurity/p5-ru-weapon-r73-globalsecurity/manifest.md
p5-ru-weapon-r73-roe,C,Rosoboronexport / Russian defence export catalogue,Rosoboronexport catalogue editorial team; page mirrors may be maintained by regional distributors,R-73E short-range air-to-air missile,http://roe.ru/eng/catalog/aerospace-systems/air-to-air-missile/r-73e/,weapon,R-73 baseline / R-73E export-equivalent parameters,R-73A/E geometry and all-aspect IR seeker; R-73M/R-74M upgrades and R-73EL laser-fuze subvariant excluded,manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/rosoboronexport/p5-ru-weapon-r73-roe/manifest.md
p5-se-air-gripenc-fm,A,Swedish Armed Forces (Försvarsmakten),Swedish Air Force public-information office,JAS 39 Gripen,https://www.forsvarsmakten.se/en/about-the-swedish-armed-forces/our-equipment/aircraft/gripen/,air,JAS 39 Gripen C,Swedish Gripen C single-seat operational fit; Gripen A/D/E/F differences excluded,manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/swedish_armed_forces/p5-se-air-gripenc-fm/manifest.md
p5-se-air-gripenc-saab,A,Saab AB,Saab Gripen product team,Gripen C-series,https://www.saab.com/products/gripen-c-series,air,JAS 39 Gripen C,"Single-seat Gripen C dimensions, RM12 engine, payload and road-base operating concept; D and E/F variants excluded",manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/saab/p5-se-air-gripenc-saab/manifest.md
p5-se-air-gripenc-wikipedia,C,Wikimedia Foundation / Wikipedia,Wikimedia volunteer contributors; revision history is public,Saab JAS 39 Gripen,https://en.wikipedia.org/wiki/Saab_JAS_39_Gripen,air,JAS 39 Gripen C,"Gripen C single-seat geometry, mass, RM12 thrust, fuel, range, PS-05/A and BK-27 values; A/D/E/F variants excluded",manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/wikipedia/p5-se-air-gripenc-wikipedia/manifest.md
p5-se-weapon-at4cs-hp,B,Saab,,AT4 weapons — AT4CS HP technical data,https://www.saab.com/contentassets/2448d088b2414cc0b79674b3616d714f/gcs_handbook_update_2026_aw_web.pdf,weapon,AT4CS HP,AT4CS HP confined-space anti-armour configuration; other AT4 variants are not merged.,manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/saab/p5-se-weapon-at4cs-hp/manifest.md
p5-se-weapon-carlgustaf-m4,B,Saab,,Carl-Gustaf Recoilless Multi-Purpose Weapon System,https://www.saab.com/products/carl-gustaf-m4,weapon,Carl-Gustaf M4,Carl-Gustaf M4 weapon system excluding sight/stand mass; M1/M2/M3 and ammunition-specific performance are not merged.,manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/saab/p5-se-weapon-carlgustaf-m4/manifest.md
p5-uk-air-a400m-airbus-official,B,Airbus Defence and Space,Airbus Defence and Space,"A400M — The 21st Century Airlifter, specifications and dimensions",https://image.contactad.airbus.com/lib/fe2d1171756404747c1678/m/1/7f52cf78-0b6e-49b2-8028-4cc0b85158bd.pdf,air,A400M / Atlas C1,"Airbus common A400M specification block. It is used for common airframe and performance values; RAF-specific crew, radar and Atlas C.1 role context remain on the RAF package.",manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/airbus/p5-uk-air-a400m-airbus-official/manifest.md
p5-uk-air-a400m-airbus-ukdefenceforum,C,"UK Defence Forum, reproducing Airbus A400M manufacturer figures","UK Defence Forum, forum compilation of published A400M data",Airbus A400M Atlas (RAF),https://ukdefenceforum.net/viewtopic.php?t=176,air,A400M / Atlas C1,A400M as operated by the Royal Air Force as Atlas C.1. Airframe and performance figures are the common A400M values.,manifest+retrieval+retention,not_recorded,no_record,non-authoritative,complete,open,raw/sources/uk_defence_forum/p5-uk-air-a400m-airbus-ukdefenceforum/manifest.md
p5-uk-air-a400m-c1-raf,A,Royal Air Force,,Atlas C.1 (A400M),https://www.raf.mod.uk/aircraft/current-aircraft/atlas-c1-a400m,air,A400M Atlas C1,"RAF Atlas C.1. The page's 42.2 m length and 30-tonne/2,400 nmi capability are retained as RAF-specific readings beside Airbus common-type values where they differ.",manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/royal_air_force/p5-uk-air-a400m-c1-raf/manifest.md
p5-uk-air-apache-ah64e-army,A,British Army,British Army communications service,AH-64E Apache attack helicopter,https://www.army.mod.uk/learn-and-explore/equipment/aircraft/ah-64e-apache-attack-helicopter/,air,AH-64E Apache / UK Army,"British Army AH-64E operational record. The page is used for UK operator capability and direct UK headline values, not for an empty-weight certification.",manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/british_army/p5-uk-air-apache-ah64e-army/manifest.md
p5-uk-air-c17a-raf,A,Royal Air Force,,,https://www.raf.mod.uk/aircraft/current-aircraft/globemaster-c-171,air,C-17 / C-17A,,manifest+retention,not_recorded,not_recorded,non-authoritative,partial,open,raw/sources/royal_air_force/p5-uk-air-c17a-raf/manifest.md
p5-uk-air-chinook-hc6a-raf,A,Royal Air Force,,Chinook current aircraft technical specifications,https://www.raf.mod.uk/aircraft/current-aircraft/chinook1,air,Chinook / HC6A,Current RAF fleet page covering Mk5/Mk6/Mk6A together. Fleet-wide values are not asserted as HC6A-only measurements.,manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/royal_air_force/p5-uk-air-chinook-hc6a-raf/manifest.md
p5-uk-air-f35b-bae-compiled,B,BAE Systems plc,"BAE Systems, F-35 product page",F-35B Lightning II — short take-off and vertical landing fighter-bomber,https://www.baesystems.com/dam/jcr:47fbc276-ac6f-43f9-92c2-3652530d4dd4,air,F-35 / F-35B,The document is specific to the F-35B short take-off and vertical landing variant. The A and C marks are not tabulated on it and no value is carried between the marks.,manifest+retrieval+retention,not_recorded,failed,non-authoritative,complete,open,raw/sources/bae_systems/p5-uk-air-f35b-bae-compiled/manifest.md
p5-uk-air-f35b-migflug,C,"MiGFlug GmbH, flight experience operator",MiGFlug editorial staff,F-35 Lightning II — aircraft profile,https://migflug.com/aircraft/f-35-lightning-ii,air,"F-35 / F-35A, F-35B, F-35C","The page tabulates the A, B and C marks separately, so the B column is directly available and is not inferred from a sibling mark.",manifest+retrieval+retention,not_recorded,partial,non-authoritative,complete,open,raw/sources/migflug/p5-uk-air-f35b-migflug/manifest.md
p5-uk-air-f35b-raf-aircraft,A,Royal Air Force,"Royal Air Force, current aircraft pages",F-35B Lightning,https://www.raf.mod.uk/aircraft/current-aircraft/lightning-f35b,air,F-35 / F-35B,"The aircraft page for the F-35B Lightning as operated by the Royal Air Force. It carries one technical specification group, one weapons group and one sensors group for the B mark.",manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/royal_air_force/p5-uk-air-f35b-raf-aircraft/manifest.md
p5-uk-air-f35b-raf-comparison,A,Royal Air Force,"Royal Air Force, news articles",RAF F-35A marks a significant step in delivering a more lethal Integrated Force and joining NATO Nuclear Mission,https://www.raf.mod.uk/news/articles/raf-f-35a-marks-a-significant-step-in-delivering-a-more-lethal-integrated-force-and-joining-nato-nuclear-mission,air,F-35 / F-35A and F-35B,The article's specification table tabulates the F-35A and the F-35B side by side. The F-35B column is directly available and is not inferred from the A.,manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/royal_air_force/p5-uk-air-f35b-raf-comparison/manifest.md
p5-uk-air-merlin-aw101-leonardo,B,Leonardo Helicopters (formerly AgustaWestland),"Leonardo Helicopters, product page and technical data section","AW101 — Military Helicopters, technical data",https://helicopters.leonardo.com/en/products/aw101,air,AW101 / Merlin HM2,"The page presents the AW101 as a multi-role platform covering maritime, battlefield and search-and-rescue configurations. Its technical data is platform-level and is not separated by customer or mark, so these figures are not asserted as Merlin HM2-unique.",manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/leonardo/p5-uk-air-merlin-aw101-leonardo/manifest.md
p5-uk-air-merlin-hm2-raf,A,Royal Air Force,,,https://www.raf.mod.uk/news/articles/how-the-raf-is-integrating-and-strengthening-air-defence-through-royal-navy-merlin-and-wildcat,air,Merlin / HM2,,manifest+retention,not_recorded,not_recorded,non-authoritative,partial,open,raw/sources/royal_air_force/p5-uk-air-merlin-hm2-raf/manifest.md
p5-uk-air-merlin-hm2-royalnavy,A,Royal Navy,Royal Navy communications service,Merlin helicopter,https://www.royalnavy.mod.uk/equipment/aircraft/merlin,air,Merlin / HM2,"Royal Navy Merlin page covering Mk2 and Mk4; the Mk2 role, crew and mission-system rows are separated from platform-level Leonardo AW101 figures and from Mk4 troop-lift context.",manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/royal_navy/p5-uk-air-merlin-hm2-royalnavy/manifest.md
p5-uk-air-merlin-hm2-seaforces,C,"Seaforces.org, naval reference site","Seaforces.org, site maintainer","Merlin HM2 Helicopter, Royal Navy, Agusta Westland AW101",https://www.seaforces.org/marint/Royal-Navy/AIRCRAFT/Merlin-HM2-RN.htm,air,Merlin / HM2,"The page is specific to the Royal Navy Merlin HM2 and covers the naval adaptations, including the folding tail and blades. Its own specification block is headed as applying to the HM1.",manifest+retrieval+retention,not_recorded,partial,non-authoritative,complete,open,raw/sources/seaforces/p5-uk-air-merlin-hm2-seaforces/manifest.md
p5-uk-air-merlin-hm2-weapons,A,Royal Navy,Royal Navy communications service,Merlin Mk2 weapons and support,https://www.royalnavy.mod.uk/news/2025/april/01/20250401-merlin-contract-extension,air,Merlin / HM2,Royal Navy Merlin Mk2 operational armament and mission role.,manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/royal_navy/p5-uk-air-merlin-hm2-weapons/manifest.md
p5-uk-air-p8a-boeing,B,The Boeing Company,"Boeing Defense, Space and Security",P-8 Poseidon product page,https://www.boeing.com/defense/patrol-early-warning-and-battle-management/p-8-poseidon,air,P-8A / Poseidon MRA1,"Boeing P-8 family specification block. It is used for common P-8A airframe and performance values, not for UK-specific mission-system software.",manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/boeing/p5-uk-air-p8a-boeing/manifest.md
p5-uk-air-p8a-raf,A,Royal Air Force,,Poseidon MRA1,https://www.raf.mod.uk/aircraft/current-aircraft/poseidon-mra11,air,P-8A / Poseidon MRA1,"UK Poseidon MRA1, the RAF designation for the P-8A. RAF-specific sensors and weapon context are separated from Boeing's common airframe block.",manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/royal_air_force/p5-uk-air-p8a-raf/manifest.md
p5-uk-air-protector-rg1-gaasi,B,"General Atomics Aeronautical Systems, Inc.",GA-ASI,MQ-9B SkyGuardian — technical data sheet,https://www.ga-asi.com/images/products/aircraft_systems/pdf/mq9b-skyguardian-datasheet.pdf,air,MQ-9B SkyGuardian / Protector RG Mk1,"Common MQ-9B SkyGuardian air vehicle data. It is not used to replace the RAF-specific Brimstone, Paveway, sensor or crew rows.",manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/general_atomics/p5-uk-air-protector-rg1-gaasi/manifest.md
p5-uk-air-protector-rg1-raf,A,Royal Air Force,,,https://www.raf.mod.uk/aircraft/current-aircraft/protector-rg-mk-1-mq-9b11,air,Protector / RG1,"UK Protector RG Mk1 based on MQ-9B SkyGuardian. Brimstone 3A, Paveway IV and the RAF remote-crew organization are UK-specific rows.",manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/royal_air_force/p5-uk-air-protector-rg1-raf/manifest.md
p5-uk-air-tornadoids-raf,A,Royal Air Force,RAF Air Historical Branch / Defence Communications,Tornado GR1/IDS aircraft,https://www.raf.mod.uk/aircraft/tornado-gr4/,air,Panavia Tornado IDS / GR1 family,"Baseline IDS/GR1 dimensions, two-person crew, variable-sweep wing and strike mission; GR4 avionics upgrades are excluded",manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/royal_air_force/p5-uk-air-tornadoids-raf/manifest.md
p5-uk-air-typhoon-fgr4-compiled,C,GlobalMilitary.net,GlobalMilitary.net open-source compilation,"Typhoon — combat aircraft specs, top speed and range",https://www.globalmilitary.net/aircraft/typhoon/,air,Typhoon / FGR4,"The page carries an explicit Typhoon FGR.4 version block for both technical specifications and performance, which is the variant the leaf records. The general Typhoon headline figures on the same page are not the FGR.4 block.",manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/compiled_secondary/p5-uk-air-typhoon-fgr4-compiled/manifest.md
